1	[1084, 3.4363468634686347, 1.8035055350553506, 227.65129151291512]
2	[1077, 3.4368616527390903, 1.8848653667595172, 255.06035283194058]
5	[786, 3.49618320610687, 1.4860050890585241, 122.53435114503817]
8	[501, 3.5728542914171655, 1.564870259481038, 141.53493013972056]
3	[485, 3.5309278350515463, 1.6144329896907217, 145.4144329896907]
0	[419, 3.476133651551313, 1.568019093078759, 124.86873508353221]
9	[376, 3.511968085106383, 1.449468085106383, 113.49202127659575]
6	[348, 3.32183908045977, 1.4454022988505748, 77.49712643678161]
4	[337, 3.363501483679525, 1.4629080118694362, 88.95548961424332]
7	[188, 3.476063829787234, 1.3936170212765957, 83.1063829787234]
