6	[186, 3.4489247311827955, 1.4086021505376345, 64.64516129032258]
0	[171, 3.324561403508772, 1.432748538011696, 62.69590643274854]
4	[161, 3.3975155279503104, 1.3975155279503106, 73.93167701863354]
1	[115, 3.265217391304348, 1.434782608695652, 67.68695652173913]
2	[97, 3.304123711340206, 1.3917525773195876, 56.81443298969072]
5	[93, 3.306451612903226, 1.4946236559139785, 77.43010752688173]
3	[83, 3.1987951807228914, 1.4819277108433735, 48.8433734939759]
7	[69, 3.253623188405797, 1.4057971014492754, 64.14492753623189]
8	[64, 3.375, 1.421875, 56.359375]
9	[24, 3.2083333333333335, 1.375, 54.625]
